======================================================================
TREE BOB ANALYSIS: n=1..8
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ())                       bobw=0 kw=1 bob=0 k=1
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ())(                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
      ()))                      bobw=1 kw=2 bob=1 k=2
